x,y
2.880062835394822e+00,-2.234033971281811e-01
2.895843969129829e+00,-2.246217446379040e-01
2.911624389648312e+00,-2.258399418405042e-01
2.927404093052912e+00,-2.270579879146316e-01
2.943183075446271e+00,-2.282758820389355e-01
2.958961332931031e+00,-2.294936233920657e-01
2.974738861609834e+00,-2.307112111526717e-01
2.990515657585322e+00,-2.319286444994032e-01
3.006291716960136e+00,-2.331459226109098e-01
3.022067035836920e+00,-2.343630446658410e-01
3.037841610318314e+00,-2.355800098428465e-01
3.053615436506961e+00,-2.367968173205758e-01
3.069388510505503e+00,-2.380134662776786e-01
3.085160828416581e+00,-2.392299558928045e-01
3.100932386342838e+00,-2.404462853446031e-01
3.116703180386915e+00,-2.416624538117240e-01
3.132473206651454e+00,-2.428784604728168e-01
3.148242461239099e+00,-2.440943045065310e-01
3.164010940252489e+00,-2.453099850915164e-01
3.179778639794268e+00,-2.465255014064224e-01
3.195545555967076e+00,-2.477408526298988e-01
3.211311684873557e+00,-2.489560379405950e-01
3.227077022616351e+00,-2.501710565171608e-01
3.242841565298102e+00,-2.513859075382456e-01
3.258605309021451e+00,-2.526005901824992e-01
3.274368249889039e+00,-2.538151036285711e-01
3.290130384003510e+00,-2.550294470551109e-01
3.305891707467504e+00,-2.562436196407682e-01
3.321652216383664e+00,-2.574576205641927e-01
3.337411906854631e+00,-2.586714490040339e-01
3.353170774983048e+00,-2.598851041389416e-01
3.368928816871557e+00,-2.610985851475650e-01
3.384686028622800e+00,-2.623118912085540e-01
3.400442406339416e+00,-2.635250215005582e-01
3.416197946124051e+00,-2.647379752022271e-01
3.431952644079345e+00,-2.659507514922104e-01
3.447706496307941e+00,-2.671633495491577e-01
3.463459498912479e+00,-2.683757685517184e-01
3.479211647995603e+00,-2.695880076785424e-01
3.494962939659953e+00,-2.708000661082791e-01
3.510713370008173e+00,-2.720119430195783e-01
3.526462935142903e+00,-2.732236375910893e-01
3.542211631166787e+00,-2.744351490014619e-01
3.557959454182465e+00,-2.756464764293458e-01
3.573706400292580e+00,-2.768576190533904e-01
3.589452465599773e+00,-2.780685760522453e-01
3.605197646206688e+00,-2.792793466045604e-01
3.620941938215964e+00,-2.804899298889850e-01
3.636685337730246e+00,-2.817003250841688e-01
3.652427840852173e+00,-2.829105313687613e-01
3.668169443684389e+00,-2.841205479214123e-01
3.683910142329536e+00,-2.853303739207714e-01
3.699649932890254e+00,-2.865400085454879e-01
3.715388811469188e+00,-2.877494509742118e-01
3.731126774168977e+00,-2.889587003855925e-01
3.746863817092265e+00,-2.901677559582795e-01
3.762599936341692e+00,-2.913766168709226e-01
3.778335128019901e+00,-2.925852823021714e-01
3.794069388229534e+00,-2.937937514306754e-01
3.809802713073234e+00,-2.950020234350841e-01
3.825535098653640e+00,-2.962100974940474e-01
3.841266541073397e+00,-2.974179727862147e-01
3.856997036435145e+00,-2.986256484902356e-01
3.872726580841528e+00,-2.998331237847598e-01
3.888455170395185e+00,-3.010403978484369e-01
3.904182801198760e+00,-3.022474698599164e-01
3.919909469354895e+00,-3.034543389978479e-01
3.935635170966231e+00,-3.046610044408812e-01
3.951359902135410e+00,-3.058674653676657e-01
3.967083658965075e+00,-3.070737209568510e-01
3.982806437557866e+00,-3.082797703870869e-01
3.998528234016428e+00,-3.094856128370229e-01
4.014249044443400e+00,-3.106912474853085e-01
4.029968864941424e+00,-3.118966735105933e-01
4.045687691613145e+00,-3.131018900915271e-01
4.061405520561202e+00,-3.143068964067594e-01
4.077122347888237e+00,-3.155116916349398e-01
4.092838169696894e+00,-3.167162749547178e-01
4.108552982089813e+00,-3.179206455447432e-01
4.124266781169638e+00,-3.191248025836655e-01
4.139979563039009e+00,-3.203287452501343e-01
4.155691323800568e+00,-3.215324727227992e-01
4.171402059556958e+00,-3.227359841803099e-01
4.187111766410820e+00,-3.239392788013157e-01
4.202820440464797e+00,-3.251423557644667e-01
4.218528077821530e+00,-3.263452142484120e-01
4.234234674583661e+00,-3.275478534318016e-01
4.249940226853832e+00,-3.287502724932848e-01
4.265644730734687e+00,-3.299524706115115e-01
4.281348182328863e+00,-3.311544469651310e-01
4.297050577739008e+00,-3.323562007327930e-01
4.312751913067761e+00,-3.335577310931473e-01
4.328452184417762e+00,-3.347590372248433e-01
4.344151387891656e+00,-3.359601183065307e-01
4.359849519592083e+00,-3.371609735168589e-01
4.375546575621686e+00,-3.383616020344778e-01
4.391242552083107e+00,-3.395620030380369e-01
4.406937445078987e+00,-3.407621757061856e-01
4.422631250711970e+00,-3.419621192175739e-01
4.438323965084695e+00,-3.431618327508510e-01
4.454015584299805e+00,-3.443613154846667e-01
4.469706104459945e+00,-3.455605665976706e-01
4.485395521667752e+00,-3.467595852685123e-01
4.501083832025872e+00,-3.479583706758415e-01
4.516771031636943e+00,-3.491569219983074e-01
4.532457116603611e+00,-3.503552384145602e-01
4.548142083028515e+00,-3.515533191032491e-01
4.563825927014300e+00,-3.527511632430238e-01
4.579508644663603e+00,-3.539487700125338e-01
4.595190232079071e+00,-3.551461385904290e-01
4.610870685363344e+00,-3.563432681553587e-01
4.626550000619063e+00,-3.575401578859727e-01
4.642228173948871e+00,-3.587368069609204e-01
4.657905201455410e+00,-3.599332145588517e-01
4.673581079241321e+00,-3.611293798584159e-01
4.689255803409247e+00,-3.623253020382627e-01
4.704929370061828e+00,-3.635209802770418e-01
4.720601775301709e+00,-3.647164137534028e-01
4.736273015231530e+00,-3.659116016459951e-01
4.751943085953934e+00,-3.671065431334686e-01
4.767611983571562e+00,-3.683012373944726e-01
4.783279704187057e+00,-3.694956836076570e-01
4.798946243903058e+00,-3.706898809516711e-01
4.814611598822211e+00,-3.718838286051648e-01
4.830275765047155e+00,-3.730775257467875e-01
4.845938738680533e+00,-3.742709715551888e-01
4.861600515824987e+00,-3.754641652090185e-01
4.877261092583160e+00,-3.766571058869260e-01
4.892920465057691e+00,-3.778497927675610e-01
4.908578629351225e+00,-3.790422250295730e-01
4.924235581566402e+00,-3.802344018516118e-01
4.939891317805865e+00,-3.814263224123269e-01
4.955545834172256e+00,-3.826179858903679e-01
4.971199126768215e+00,-3.838093914643843e-01
4.986851191696387e+00,-3.850005383130258e-01
5.002502025059412e+00,-3.861914256149421e-01
5.018151622959932e+00,-3.873820525487826e-01
5.033799981500589e+00,-3.885724182931971e-01
5.049447096784026e+00,-3.897625220268350e-01
5.065092964912884e+00,-3.909523629283461e-01
5.080737581989806e+00,-3.921419401763799e-01
5.096380944117430e+00,-3.933312529495860e-01
5.112023047398404e+00,-3.945203004266141e-01
5.127663887935366e+00,-3.957090817861136e-01
5.143303461830959e+00,-3.968975962067344e-01
5.158941765187824e+00,-3.980858428671258e-01
5.174578794108604e+00,-3.992738209459377e-01
5.190214544695941e+00,-4.004615296218194e-01
5.205849013052477e+00,-4.016489680734207e-01
5.221482195280853e+00,-4.028361354793911e-01
5.237114087483712e+00,-4.040230310183803e-01
5.252744685763695e+00,-4.052096538690378e-01
5.268373986223444e+00,-4.063960032100133e-01
5.284001984965602e+00,-4.075820782199565e-01
5.299628678092811e+00,-4.087678780775166e-01
5.315254061707710e+00,-4.099534019613437e-01
5.330878131912945e+00,-4.111386490500871e-01
5.346500884811156e+00,-4.123236185223964e-01
5.362122316504984e+00,-4.135083095569214e-01
5.377742423097073e+00,-4.146927213323116e-01
5.393361200690063e+00,-4.158768530272165e-01
5.408978645386599e+00,-4.170607038202858e-01
5.424594753289319e+00,-4.182442728901691e-01
5.440209520500867e+00,-4.194275594155161e-01
5.455822943123884e+00,-4.206105625749761e-01
5.471435017261014e+00,-4.217932815471991e-01
5.487045739014896e+00,-4.229757155108344e-01
5.502655104488175e+00,-4.241578636445318e-01
5.518263109783490e+00,-4.253397251269407e-01
5.533869751003486e+00,-4.265212991367109e-01
5.549475024250802e+00,-4.277025848524920e-01
5.565078925628082e+00,-4.288835814529334e-01
5.580681451237967e+00,-4.300642881166848e-01
5.596282597183099e+00,-4.312447040223960e-01
5.611882359566120e+00,-4.324248283487164e-01
5.627480734489673e+00,-4.336046602742955e-01
5.643077718056397e+00,-4.347841989777831e-01
5.658673306368938e+00,-4.359634436378289e-01
5.674267495529936e+00,-4.371423934330821e-01
5.689860281642031e+00,-4.383210475421928e-01
5.705451660807868e+00,-4.394994051438103e-01
5.721041629130087e+00,-4.406774654165841e-01
5.736630182711331e+00,-4.418552275391641e-01
5.752217317654241e+00,-4.430326906901997e-01
5.767803030061461e+00,-4.442098540483407e-01
5.783387316035630e+00,-4.453867167922365e-01
5.798970171679392e+00,-4.465632781005368e-01
5.814551593095388e+00,-4.477395371518911e-01
5.830131576386261e+00,-4.489154931249492e-01
5.845710117654651e+00,-4.500911451983605e-01
5.861287213003202e+00,-4.512664925507748e-01
5.876862858534555e+00,-4.524415343608415e-01
5.892437050351352e+00,-4.536162698072103e-01
5.908009784556235e+00,-4.547906980685308e-01
5.923581057251846e+00,-4.559648183234528e-01
5.939150864540826e+00,-4.571386297506255e-01
5.954719202525819e+00,-4.583121315286988e-01
5.970286067309465e+00,-4.594853228363222e-01
5.985851454994407e+00,-4.606582028521453e-01
6.001415361683287e+00,-4.618307707548177e-01
6.016977783478746e+00,-4.630030257229891e-01
6.032538716483426e+00,-4.641749669353090e-01
6.048098156799970e+00,-4.653465935704270e-01
6.063656100531020e+00,-4.665179048069928e-01
6.079212543779216e+00,-4.676888998236559e-01
6.094767482647203e+00,-4.688595777990660e-01
6.110320913237620e+00,-4.700299379118725e-01
6.125872831653111e+00,-4.711999793407254e-01
6.141423233996316e+00,-4.723697012642739e-01
6.156972116369879e+00,-4.735391028611678e-01
6.172519474876440e+00,-4.747081833100566e-01
6.188065305618642e+00,-4.758769417895901e-01
6.203609604699128e+00,-4.770453774784176e-01
6.219152368220539e+00,-4.782134895551890e-01
6.234693592285515e+00,-4.793812771985537e-01
6.250233272996701e+00,-4.805487395871615e-01
6.265771406456737e+00,-4.817158758996618e-01
6.281307988768265e+00,-4.828826853147042e-01
6.296843016033929e+00,-4.840491670109385e-01
6.312376484356369e+00,-4.852153201670142e-01
6.327908389838227e+00,-4.863811439615809e-01
6.343438728582146e+00,-4.875466375732882e-01
6.358967496690767e+00,-4.887118001807857e-01
6.374494690266730e+00,-4.898766309627230e-01
6.390020305412683e+00,-4.910411290977497e-01
6.405544338231262e+00,-4.922052937645154e-01
6.421066784825110e+00,-4.933691241416698e-01
6.436587641296871e+00,-4.945326194078624e-01
6.452106903749185e+00,-4.956957787417428e-01
6.467624568284698e+00,-4.968586013219606e-01
6.483140631006047e+00,-4.980210863271654e-01
6.498655088015874e+00,-4.991832329360069e-01
6.514167935416824e+00,-5.003450403271347e-01
6.529679169311539e+00,-5.015065076791984e-01
6.545188785802658e+00,-5.026676341708474e-01
6.560696780992825e+00,-5.038284189807314e-01
6.576203150984681e+00,-5.049888612875000e-01
6.591707891880870e+00,-5.061489602698032e-01
6.607210999784031e+00,-5.073087151062899e-01
6.622712470796806e+00,-5.084681249756102e-01
6.638212301021840e+00,-5.096271890564137e-01
6.653710486561772e+00,-5.107859065273498e-01
6.669207023519246e+00,-5.119442765670681e-01
6.684701907996903e+00,-5.131022983542183e-01
6.700195136097385e+00,-5.142599710674499e-01
6.715686703923335e+00,-5.154172938854128e-01
6.731176607577392e+00,-5.165742659867563e-01
6.746664843162199e+00,-5.177308865501300e-01
6.762151406780400e+00,-5.188871547541837e-01
6.777636294534637e+00,-5.200430697775670e-01
6.793119502527548e+00,-5.211986307989291e-01
6.808601026861780e+00,-5.223538369969201e-01
6.824080863639971e+00,-5.235086875501893e-01
6.839559008964765e+00,-5.246631816373867e-01
6.855035458938803e+00,-5.258173184371613e-01
6.870510209664728e+00,-5.269710971281631e-01
6.885983257245180e+00,-5.281245168890417e-01
6.901454597782803e+00,-5.292775768984465e-01
6.916924227380239e+00,-5.304302763350274e-01
6.932392142140128e+00,-5.315826143774337e-01
6.947858338165114e+00,-5.327345902043152e-01
6.963322811557836e+00,-5.338862029943214e-01
6.978785558420941e+00,-5.350374519261021e-01
6.994246574857065e+00,-5.361883361783066e-01
7.009705856968854e+00,-5.373388549295847e-01
7.025163400858949e+00,-5.384890073585858e-01
7.040619202629991e+00,-5.396387926439600e-01
7.056073258384624e+00,-5.407882099643563e-01
7.071525564225487e+00,-5.419372584984246e-01
7.086976116255223e+00,-5.430859374248145e-01
7.102424910576477e+00,-5.442342459221756e-01
7.117871943291886e+00,-5.453821831691573e-01
7.133317210504095e+00,-5.465297483444096e-01
7.148760708315745e+00,-5.476769406265818e-01
7.164202432829479e+00,-5.488237591943237e-01
7.179642380147938e+00,-5.499702032262846e-01
7.195080546373764e+00,-5.511162719011145e-01
7.210516927609598e+00,-5.522619643974626e-01
7.225951519958086e+00,-5.534072798939788e-01
7.241384319521863e+00,-5.545522175693125e-01
7.256815322403577e+00,-5.556967766021135e-01
7.272244524705868e+00,-5.568409561710314e-01
7.287671922531376e+00,-5.579847554547155e-01
7.303097511982747e+00,-5.591281736318159e-01
7.318521289162620e+00,-5.602712098809817e-01
7.333943250173636e+00,-5.614138633808626e-01
7.349363391118439e+00,-5.625561333101086e-01
7.364781708099672e+00,-5.636980188473690e-01
7.380198197219975e+00,-5.648395191712934e-01
7.395612854581989e+00,-5.659806334605314e-01
7.411025676288358e+00,-5.671213608937327e-01
7.426436658441724e+00,-5.682617006495468e-01
7.441845797144727e+00,-5.694016519066233e-01
7.457253088500010e+00,-5.705412138436119e-01
7.472658528610215e+00,-5.716803856391621e-01
7.488062113577985e+00,-5.728191664719238e-01
7.503463839505961e+00,-5.739575555205462e-01
7.518863702496783e+00,-5.750955519636790e-01
7.534261698653096e+00,-5.762331549799720e-01
7.549657824077542e+00,-5.773703637480746e-01
7.565052074872760e+00,-5.785071774466365e-01
7.580444447141393e+00,-5.796435952543072e-01
7.595834936986085e+00,-5.807796163497364e-01
7.611223540509478e+00,-5.819152399115739e-01
7.626610253814209e+00,-5.830504651184689e-01
7.641995073002925e+00,-5.841852911490713e-01
7.657377994178266e+00,-5.853197171820304e-01
7.672759013442874e+00,-5.864537423959960e-01
7.688138126899393e+00,-5.875873659696180e-01
7.703515330650461e+00,-5.887205870815455e-01
7.718890620798723e+00,-5.898534049104284e-01
7.734263993446819e+00,-5.909858186349162e-01
7.749635444697394e+00,-5.921178274336585e-01
7.765004970653087e+00,-5.932494304853048e-01
7.780372567416541e+00,-5.943806269685049e-01
7.795738231090397e+00,-5.955114160619084e-01
7.811101957777299e+00,-5.966417969441649e-01
7.826463743579887e+00,-5.977717687939238e-01
7.841823584600803e+00,-5.989013307898349e-01
7.857181476942690e+00,-6.000304821105478e-01
7.872537416708190e+00,-6.011592219347119e-01
7.887891399999944e+00,-6.022875494409770e-01
7.903243422920594e+00,-6.034154638079927e-01
7.918593481572782e+00,-6.045429642144085e-01
7.933941572059153e+00,-6.056700498388742e-01
7.949287690482344e+00,-6.067967198600391e-01
7.964631832944999e+00,-6.079229734565531e-01
7.979973995549761e+00,-6.090488098070654e-01
7.995314174399270e+00,-6.101742280902263e-01
8.010652365596169e+00,-6.112992274846847e-01
8.025988565243100e+00,-6.124238071690905e-01
8.041322769442706e+00,-6.135479663220933e-01
8.056654974297627e+00,-6.146717041223427e-01
8.071985175910505e+00,-6.157950197484885e-01
8.087313370383983e+00,-6.169179123791798e-01
8.102639553820703e+00,-6.180403811930666e-01
8.117963722323307e+00,-6.191624253687984e-01
8.133285871994438e+00,-6.202840440850249e-01
8.148605998936732e+00,-6.214052365203955e-01
8.163924099252839e+00,-6.225260018535599e-01
8.179240169045396e+00,-6.236463392631678e-01
8.194554204417049e+00,-6.247662479278686e-01
8.209866201470433e+00,-6.258857270263122e-01
8.225176156308196e+00,-6.270047757371479e-01
8.240484065032977e+00,-6.281233932390254e-01
8.255789923747422e+00,-6.292415787105945e-01
8.271093728554167e+00,-6.303593313305046e-01
8.286395475555858e+00,-6.314766502774052e-01
8.301695160855136e+00,-6.325935347299461e-01
8.316992780554642e+00,-6.337099838667769e-01
8.332288330757018e+00,-6.348259968665471e-01
8.347581807564909e+00,-6.359415729079063e-01
8.362873207080954e+00,-6.370567111695044e-01
8.378162525407795e+00,-6.381714108299906e-01
8.393449758648075e+00,-6.392856710680147e-01
8.408734902904433e+00,-6.403994910622260e-01
8.424017954279517e+00,-6.415128699912747e-01
8.439298908875962e+00,-6.426258070338100e-01
8.454577762796417e+00,-6.437383013684816e-01
8.469854512143518e+00,-6.448503521739390e-01
8.485129153019908e+00,-6.459619586288320e-01
8.500401681528231e+00,-6.470731199118100e-01
8.515672093771130e+00,-6.481838352015228e-01
8.530940385851244e+00,-6.492941036766198e-01
8.546206553871215e+00,-6.504039245157507e-01
8.561470593933686e+00,-6.515132968975651e-01
8.576732502141299e+00,-6.526222200007127e-01
8.591992274596695e+00,-6.537306930038429e-01
8.607249907402519e+00,-6.548387150856055e-01
8.622505396661408e+00,-6.559462854246498e-01
8.637758738476007e+00,-6.570534031996259e-01
8.653009928948958e+00,-6.581600675891831e-01
8.668258964182902e+00,-6.592662777719709e-01
8.683505840280482e+00,-6.603720329266392e-01
8.698750553344341e+00,-6.614773322318374e-01
8.713993099477118e+00,-6.625821748662150e-01
8.729233474781454e+00,-6.636865600084216e-01
8.744471675359994e+00,-6.647904868371072e-01
8.759707697315381e+00,-6.658939545309213e-01
8.774941536750255e+00,-6.669969622685130e-01
8.790173189767257e+00,-6.680995092285325e-01
8.805402652469029e+00,-6.692015945896290e-01
8.820629920958213e+00,-6.703032175304524e-01
8.835854991337456e+00,-6.714043772296521e-01
8.851077859709392e+00,-6.725050728658777e-01
8.866298522176669e+00,-6.736053036177789e-01
8.881516974841924e+00,-6.747050686640054e-01
8.896733213807803e+00,-6.758043671832067e-01
8.911947235176946e+00,-6.769031983540323e-01
8.927159035051996e+00,-6.780015613551319e-01
8.942368609535595e+00,-6.790994553651549e-01
8.957575954730386e+00,-6.801968795627513e-01
8.972781066739005e+00,-6.812938331265705e-01
8.987983941664099e+00,-6.823903152352621e-01
9.003184575608310e+00,-6.834863250674756e-01
9.018382964674281e+00,-6.845818618018610e-01
9.033579104964650e+00,-6.856769246170673e-01
9.048772992582062e+00,-6.867715126917444e-01
9.063964623629156e+00,-6.878656252045421e-01
9.079153994208578e+00,-6.889592613341098e-01
9.094341100422966e+00,-6.900524202590971e-01
9.109525938374965e+00,-6.911451011581536e-01
9.124708504167216e+00,-6.922373032099289e-01
9.139888793902360e+00,-6.933290255930729e-01
9.155066803683038e+00,-6.944202674862345e-01
9.170242529611896e+00,-6.955110280680640e-01
9.185415967791572e+00,-6.966013065172107e-01
9.200587114324710e+00,-6.976911020123243e-01
9.215755965313953e+00,-6.987804137320544e-01
9.230922516861936e+00,-6.998692408550504e-01
9.246086765071309e+00,-7.009575825599622e-01
9.261248706044713e+00,-7.020454380254392e-01
9.276408335884788e+00,-7.031328064301311e-01
9.291565650694174e+00,-7.042196869526874e-01
9.306720646575515e+00,-7.053060787717578e-01
9.321873319631454e+00,-7.063919810659919e-01
9.337023665964633e+00,-7.074773930140393e-01
9.352171681677691e+00,-7.085623137945496e-01
9.367317362873273e+00,-7.096467425861723e-01
9.382460705654017e+00,-7.107306785675571e-01
9.397601706122570e+00,-7.118141209173537e-01
9.412740360381571e+00,-7.128970688142117e-01
9.427876664533661e+00,-7.139795214367803e-01
9.443010614681485e+00,-7.150614779637097e-01
9.458142206927684e+00,-7.161429375736491e-01
